"Round,Draw1,Draw2,Draw3,Draw4,Draw5,Sum"
"1020322,21,02,15,06,14,58"
"1020321,07,10,04,19,18,58"
"1020320,07,25,21,04,08,65"
"1020319,07,06,26,15,04,58"
"1020318,16,11,23,15,04,69"
"1020317,16,17,20,27,10,90"
"1020316,17,15,23,20,26,101"
"1020315,10,04,17,15,23,69"
"1020314,12,23,21,04,14,74"
"1020313,13,06,22,18,23,82"
"1020312,06,18,27,23,20,94"
"1020311,14,23,06,19,11,73"
"1020310,09,26,12,14,04,65"
"1020309,16,17,09,05,24,71"
"1020308,24,01,03,25,19,72"
"1020307,19,09,28,10,14,80"
"1020306,08,27,05,28,24,92"
"1020305,26,11,13,06,16,72"
"1020304,16,15,08,28,02,69"
"1020303,03,23,26,10,27,89"
"1020302,11,20,08,28,17,84"
"1020301,03,20,11,05,25,64"
"1020300,10,17,06,05,28,66"
"1020299,16,28,04,26,23,97"
"1020298,13,24,05,11,22,75"
"1020297,10,24,11,09,25,79"
"1020296,24,21,16,06,12,79"
"1020295,01,15,25,08,09,58"
"1020294,27,20,07,08,10,72"
"1020293,11,27,20,12,18,88"
"1020292,13,28,16,20,02,79"
"1020291,13,22,23,10,26,94"
"1020290,03,27,16,20,06,72"
"1020289,08,11,27,12,14,72"
"1020288,05,11,04,10,01,31"
"1020287,17,10,02,21,20,70"
"1020286,26,16,23,02,13,80"
"1020285,09,15,13,21,04,62"
"1020284,12,28,08,17,27,92"
"1020283,06,24,02,04,20,56"
"1020282,14,07,22,25,06,74"
"1020281,02,23,07,17,06,55"
"1020280,11,28,26,23,06,94"
"1020279,02,16,08,18,25,69"
"1020278,24,22,18,14,11,89"
"1020277,13,15,06,05,12,51"
"1020276,18,27,01,03,06,55"
"1020275,10,17,19,06,23,75"
"1020274,10,01,05,11,22,49"
"1020273,09,11,19,06,23,68"
"1020272,18,23,13,17,21,92"
"1020271,06,17,13,16,18,70"
"1020270,01,14,02,21,11,49"
"1020269,25,27,11,15,17,95"
"1020268,07,17,11,04,20,59"
"1020267,22,07,03,28,27,87"
"1020266,26,25,13,10,18,92"
"1020265,15,12,22,19,28,96"
"1020264,25,04,20,18,23,90"
"1020263,01,23,05,27,15,71"
"1020262,08,21,07,01,15,52"
"1020261,19,24,05,18,10,76"
"1020260,27,24,09,28,03,91"
"1020259,24,16,21,28,03,92"
"1020258,15,28,03,24,14,84"
"1020257,16,04,19,13,06,58"
"1020256,13,02,21,11,12,59"
"1020255,06,04,21,12,13,56"
"1020254,21,02,17,01,25,66"
"1020253,14,26,09,24,01,74"
"1020252,11,17,27,06,25,86"
"1020251,03,16,08,11,28,66"
"1020250,06,02,07,12,28,55"
"1020249,20,28,23,08,03,82"
"1020248,16,03,14,10,25,68"
"1020247,12,21,25,27,18,103"
"1020246,06,18,16,20,15,75"
"1020245,14,19,04,17,21,75"
"1020244,14,26,12,05,17,74"
"1020243,07,20,15,03,28,73"
"1020242,06,25,09,16,11,67"
"1020241,11,23,27,10,09,80"
"1020240,03,14,12,06,27,62"
"1020239,28,08,12,03,05,56"
"1020238,27,26,07,20,16,96"
"1020237,01,05,21,20,22,69"
"1020236,19,12,13,23,16,83"
"1020235,04,08,25,19,20,76"
"1020234,22,20,05,15,13,75"
"1020233,08,03,28,07,17,63"
"1020232,05,28,04,10,12,59"
"1020231,06,16,09,20,11,62"
"1020230,27,15,14,08,10,74"
"1020229,06,11,12,22,09,60"
"1020228,28,01,24,08,11,72"
"1020227,22,01,24,04,17,68"
"1020226,16,12,06,05,25,64"
"1020225,17,23,01,20,10,71"
"1020224,23,19,18,11,07,78"
"1020223,03,12,02,24,18,59"
"1020222,26,21,05,15,03,70"
"1020221,25,22,09,03,12,71"
"1020220,23,02,12,28,27,92"
"1020219,18,08,27,12,10,75"
"1020218,13,18,23,02,03,59"
"1020217,20,11,23,17,27,98"
"1020216,09,19,08,17,10,63"
"1020215,26,06,25,28,10,95"
"1020214,11,04,03,14,25,57"
"1020213,24,13,01,18,12,68"
"1020212,06,14,04,27,07,58"
"1020211,15,12,03,27,18,75"
"1020210,24,10,23,02,15,74"
"1020209,26,03,11,25,10,75"
"1020208,27,07,01,14,13,62"
"1020207,04,27,28,14,03,76"
"1020206,23,14,11,08,01,57"
"1020205,03,07,19,02,22,53"
"1020204,20,17,03,10,21,71"
"1020203,07,01,02,13,22,45"
"1020202,02,20,06,11,25,64"
"1020201,21,05,20,24,09,79"
"1020200,08,11,04,13,14,50"
"1020199,08,24,19,12,11,74"
"1020198,22,08,27,14,25,96"
"1020197,25,03,24,20,15,87"
"1020196,10,26,23,27,20,106"
"1020195,19,18,03,08,25,73"
"1020194,18,27,26,10,13,94"
"1020193,04,22,19,24,03,72"
"1020192,22,16,25,11,12,86"
"1020191,25,27,23,17,09,101"
"1020190,23,20,27,02,26,98"
"1020189,23,08,05,20,10,66"
"1020188,02,15,24,18,21,80"
"1020187,28,11,24,13,01,77"
"1020186,09,25,05,08,20,67"
"1020185,22,08,02,03,07,42"
"1020184,15,06,25,03,12,61"
"1020183,27,16,03,24,13,83"
"1020182,14,24,16,04,06,64"
"1020181,02,23,06,28,08,67"
"1020180,13,07,11,16,05,52"
"1020179,17,18,19,15,13,82"
"1020178,13,17,04,23,02,59"
"1020177,25,16,26,21,01,89"
"1020176,02,14,12,19,11,58"
"1020175,14,25,19,04,12,74"
"1020174,24,17,20,19,14,94"
"1020173,27,18,24,23,25,117"
"1020172,22,15,26,13,25,101"
"1020171,17,14,13,05,07,56"
"1020170,09,16,13,14,24,76"
"1020169,03,08,17,14,28,70"
"1020168,17,07,06,22,14,66"
"1020167,26,11,21,17,18,93"
"1020166,28,05,21,08,06,68"
"1020165,24,18,03,09,02,56"
"1020164,22,16,02,03,11,54"
"1020163,13,05,22,01,02,43"
"1020162,06,14,15,23,05,63"
"1020161,01,27,15,22,04,69"
"1020160,18,04,11,23,27,83"
"1020159,15,11,05,12,23,66"
"1020158,15,12,01,06,04,38"
"1020157,24,10,04,18,14,70"
"1020156,10,04,11,09,13,47"
"1020155,15,17,12,25,07,76"
"1020154,13,02,20,21,04,60"
"1020153,19,28,12,06,18,83"
"1020152,06,14,03,11,19,53"
"1020151,23,27,02,05,18,75"
"1020150,22,21,01,02,18,64"
"1020149,21,15,16,20,06,78"
"1020148,13,23,15,12,03,66"
"1020147,26,21,24,20,16,107"
"1020146,23,07,22,10,26,88"
"1020145,24,09,05,25,14,77"
"1020144,22,15,24,01,11,73"
"1020143,02,18,03,15,07,45"
"1020142,19,01,13,24,18,75"
"1020141,05,24,25,10,17,81"
"1020140,16,21,11,27,24,99"
"1020139,22,26,19,16,05,88"
"1020138,19,05,09,13,03,49"
"1020137,03,07,01,17,24,52"
"1020136,04,11,02,01,07,25"
"1020135,05,18,27,28,07,85"
"1020134,01,05,20,08,25,59"
"1020133,26,20,15,21,05,87"
"1020132,02,13,21,16,12,64"
"1020131,13,03,12,25,21,74"
"1020130,27,06,10,08,21,72"
"1020129,28,16,24,19,17,104"
"1020128,24,19,28,09,03,83"
"1020127,28,25,18,27,11,109"
"1020126,26,17,19,18,05,85"
"1020125,27,28,05,07,21,88"
"1020124,14,19,04,05,23,65"
"1020123,26,18,15,10,17,86"
"1020122,22,07,09,06,28,72"
"1020121,27,10,26,22,15,100"
"1020120,02,01,28,24,22,77"
"1020119,07,06,05,18,02,38"
"1020118,20,07,15,19,02,63"
"1020117,08,26,20,10,22,86"
"1020116,03,26,04,27,19,79"
"1020115,11,25,01,05,06,48"
"1020114,19,05,25,20,22,91"
"1020113,12,02,26,25,13,78"
"1020112,22,03,15,14,04,58"
"1020111,12,02,27,13,26,80"
"1020110,11,16,01,03,22,53"
"1020109,09,27,08,21,14,79"
"1020108,15,24,06,28,21,94"
"1020107,09,28,25,23,15,100"
"1020106,09,01,24,17,20,71"
"1020105,28,26,08,25,19,106"
"1020104,02,19,22,13,26,82"
"1020103,15,19,01,06,11,52"
"1020102,27,04,14,08,03,56"
"1020101,24,01,05,12,28,70"
"1020100,04,14,10,09,12,49"
"1020099,21,17,04,11,19,72"
"1020098,26,28,08,27,02,91"
"1020097,21,10,04,18,22,75"
"1020096,18,09,17,04,22,70"
"1020095,19,03,01,02,10,35"
"1020094,12,01,15,14,07,49"
"1020093,27,18,03,19,07,74"
"1020092,28,24,03,13,09,77"
"1020091,21,11,22,12,24,90"
"1020090,06,21,23,28,09,87"
"1020089,18,21,23,09,26,97"
"1020088,05,10,08,25,04,52"
"1020087,21,03,20,09,07,60"
"1020086,26,25,14,22,28,115"
"1020085,13,26,19,21,27,106"
"1020084,09,25,28,02,20,84"
"1020083,24,26,14,20,09,93"
"1020082,26,20,25,27,10,108"
"1020081,18,12,24,22,01,77"
"1020080,06,04,21,02,15,48"
"1020079,14,06,07,27,18,72"
"1020078,04,15,07,06,13,45"
"1020077,07,05,27,14,10,63"
"1020076,14,20,12,11,07,64"
"1020075,03,23,13,15,14,68"
"1020074,02,17,11,20,05,55"
"1020073,23,11,09,06,12,61"
"1020072,12,02,24,15,11,64"
"1020071,12,13,11,09,16,61"
"1020070,03,14,16,21,28,82"
"1020069,10,06,28,17,23,84"
"1020068,12,10,07,02,24,55"
"1020067,07,03,28,09,26,73"
"1020066,02,25,06,23,16,72"
"1020065,27,22,06,26,25,106"
"1020064,23,20,11,13,04,71"
"1020063,13,12,21,07,04,57"
"1020062,17,10,07,05,12,51"
"1020061,05,12,27,15,24,83"
"1020060,05,25,03,13,06,52"
"1020059,15,24,26,25,04,94"
"1020058,15,27,18,12,04,76"
"1020057,18,02,01,27,11,59"
"1020056,05,02,10,14,25,56"
"1020055,14,15,01,16,02,48"
"1020054,22,20,14,11,21,88"
"1020053,01,05,14,18,15,53"
"1020052,11,15,23,20,18,87"
"1020051,22,23,10,07,19,81"
"1020050,11,25,08,14,09,67"
"1020049,04,13,10,23,07,57"
"1020048,22,21,23,24,18,108"
"1020047,02,08,18,25,23,76"
"1020046,24,22,16,28,17,107"
"1020045,19,24,14,21,08,86"
"1020044,05,07,10,25,22,69"
"1020043,17,13,19,24,01,74"
"1020042,11,13,18,01,20,63"
"1020041,16,19,13,14,23,85"
"1020040,26,27,15,01,24,93"
"1020039,08,22,19,27,01,77"
"1020038,11,22,13,14,18,78"
"1020037,20,23,10,19,03,75"
"1020036,06,27,26,09,25,93"
"1020035,16,01,02,12,09,40"
"1020034,07,14,13,02,11,47"
"1020033,18,12,13,28,26,97"
"1020032,08,17,14,03,21,63"
"1020031,12,22,03,04,17,58"
"1020030,13,05,01,15,07,41"
"1020029,05,20,28,16,12,81"
"1020028,17,24,25,23,18,107"
"1020027,14,28,06,01,19,68"
"1020026,11,25,03,19,21,79"
"1020025,13,09,24,01,27,74"
"1020024,08,16,26,28,07,85"
"1020023,09,03,26,08,18,64"
"1020022,03,07,20,21,22,73"
"1020021,16,02,08,17,04,47"
"1020020,19,10,04,07,05,45"
"1020019,08,14,21,06,18,67"
"1020018,03,13,22,08,25,71"
"1020017,14,17,25,07,27,90"
"1020016,20,24,09,08,26,87"
"1020015,15,26,21,16,24,102"
"1020014,27,05,19,23,06,80"
"1020013,25,03,05,26,12,71"
"1020012,21,07,16,04,19,67"
"1020011,05,10,23,19,27,84"
"1020010,03,09,17,05,15,49"
"1020009,19,24,14,22,02,81"
"1020008,23,27,20,14,28,112"
"1020007,28,27,12,09,01,77"
"1020006,20,28,27,12,11,98"
"1020005,27,18,01,25,03,74"
"1020004,03,19,08,21,25,76"
"1020003,25,20,05,07,17,74"
"1020002,07,24,26,28,21,106"
"1020001,15,07,19,26,04,71"
"1020000,10,12,19,16,05,62"
"1019999,24,14,28,21,22,109"
"1019998,09,11,19,28,02,69"
"1019997,23,26,25,08,14,96"
"1019996,24,22,06,14,23,89"
"1019995,05,28,02,19,09,63"
"1019994,09,15,22,14,27,87"
"1019993,03,22,21,05,09,60"
"1019992,18,28,17,13,21,97"
"1019991,17,09,02,11,07,46"
"1019990,09,02,21,25,05,62"
"1019989,04,17,02,11,16,50"
"1019988,10,09,24,03,21,67"
"1019987,03,23,27,12,14,79"
"1019986,18,15,04,28,07,72"
"1019985,18,04,16,22,17,77"
"1019984,24,03,11,08,15,61"
"1019983,26,11,13,05,09,64"
"1019982,21,10,09,24,07,71"
"1019981,23,28,21,11,19,102"
"1019980,03,20,14,02,25,64"
"1019979,12,24,20,17,09,82"
"1019978,25,18,14,13,12,82"
"1019977,19,02,08,13,07,49"
"1019976,08,21,04,12,17,62"
"1019975,11,23,20,08,17,79"
"1019974,26,12,14,25,11,88"
"1019973,16,13,20,05,08,62"
"1019972,26,14,09,10,15,74"
"1019971,16,12,13,26,19,86"
"1019970,27,21,03,23,16,90"
"1019969,19,10,05,21,11,66"
"1019968,08,26,16,20,11,81"
"1019967,27,19,24,13,16,99"
"1019966,23,24,14,26,07,94"
"1019965,01,25,20,28,24,98"
"1019964,12,01,04,16,02,35"
"1019963,15,19,21,02,06,63"
"1019962,11,09,17,28,21,86"
"1019961,01,16,12,17,18,64"
"1019960,21,22,20,10,05,78"
"1019959,06,13,04,08,23,54"
"1019958,06,16,17,26,20,85"
"1019957,26,03,02,06,18,55"
"1019956,16,21,08,03,01,49"
"1019955,09,11,26,13,01,60"
"1019954,01,18,12,03,23,57"
"1019953,21,06,16,07,14,64"
"1019952,18,02,28,23,20,91"
"1019951,24,18,21,05,23,91"
"1019950,28,09,27,01,02,67"
"1019949,19,08,05,06,09,47"
"1019948,16,22,24,23,10,95"
"1019947,19,12,24,07,17,79"
"1019946,01,10,20,02,15,48"
"1019945,05,09,28,04,21,67"
"1019944,28,19,17,02,06,72"
"1019943,01,18,10,26,12,67"
"1019942,16,27,26,15,23,107"
"1019941,25,10,21,05,01,62"
"1019940,04,22,27,15,20,88"
"1019939,15,09,23,11,10,68"
"1019938,24,22,04,12,06,68"
"1019937,27,16,02,08,09,62"
"1019936,17,05,08,19,09,58"
"1019935,26,02,10,22,04,64"
"1019934,23,05,15,28,27,98"
"1019933,07,15,06,14,27,69"
"1019932,03,05,08,11,24,51"
"1019931,23,27,09,08,07,74"
"1019930,27,12,05,02,22,68"
"1019929,12,23,04,17,20,76"
"1019928,26,01,18,02,19,66"
"1019927,23,13,16,10,26,88"
"1019926,20,17,07,02,14,60"
"1019925,23,27,12,06,03,71"
"1019924,12,25,15,06,27,85"
"1019923,02,20,22,28,15,87"
"1019922,02,12,10,16,23,63"
"1019921,02,20,15,24,03,64"
"1019920,13,28,01,03,09,54"
"1019919,24,11,25,09,03,72"
"1019918,11,16,28,09,25,89"
"1019917,22,04,11,15,05,57"
"1019916,07,09,10,12,23,61"
"1019915,27,08,12,16,13,76"
"1019914,14,24,16,08,06,68"
"1019913,14,12,03,21,24,74"
"1019912,01,04,14,11,28,58"
"1019911,27,25,19,05,04,80"
"1019910,04,25,27,21,07,84"
"1019909,24,15,01,17,02,59"
"1019908,02,23,01,14,18,58"
"1019907,03,05,08,17,04,37"
"1019906,07,12,23,17,09,68"
"1019905,04,10,02,13,15,44"
"1019904,26,10,21,05,27,89"
"1019903,21,20,26,01,11,79"
"1019902,28,13,19,16,14,90"
"1019901,23,16,03,06,13,61"
"1019900,10,13,15,22,18,78"
"1019899,05,12,24,07,27,75"
"1019898,15,24,22,01,27,89"
"1019897,23,28,22,26,20,119"
"1019896,11,25,07,06,04,53"
"1019895,28,08,07,22,17,82"
"1019894,17,23,21,12,05,78"
"1019893,02,17,14,26,23,82"
"1019892,12,20,21,18,09,80"
"1019891,27,13,23,10,05,78"
"1019890,17,07,16,14,10,64"
"1019889,22,16,05,26,28,97"
"1019888,07,18,03,12,28,68"
"1019887,18,22,25,20,05,90"
"1019886,23,01,25,02,21,72"
"1019885,27,08,14,12,11,72"
"1019884,07,03,21,28,02,61"
"1019883,03,13,02,10,20,48"
"1019882,07,24,05,01,19,56"
"1019881,10,09,20,28,08,75"
"1019880,06,24,01,04,13,48"
"1019879,26,21,14,25,06,92"
"1019878,19,28,22,13,04,86"
"1019877,18,28,11,02,21,80"
"1019876,15,01,23,22,07,68"
"1019875,17,13,18,15,25,88"
"1019874,22,23,07,09,24,85"
"1019873,06,28,07,04,24,69"
"1019872,12,03,06,02,18,41"
"1019871,21,15,09,13,25,83"
"1019870,28,22,09,25,07,91"
"1019869,16,19,13,05,20,73"
"1019868,17,28,11,02,22,80"
"1019867,24,06,19,04,14,67"
"1019866,23,20,11,10,25,89"
"1019865,27,14,12,06,04,63"
"1019864,11,17,05,14,15,62"
"1019863,02,18,17,24,28,89"
"1019862,17,13,27,02,19,78"
"1019861,23,22,10,18,01,74"
"1019860,13,05,25,19,08,70"
"1019859,22,04,20,06,02,54"
"1019858,06,19,18,25,11,79"
"1019857,25,07,15,13,22,82"
"1019856,10,06,08,23,04,51"
"1019855,23,05,17,14,27,86"
"1019854,06,02,09,23,03,43"
"1019853,12,03,28,06,05,54"
"1019852,12,21,08,18,24,83"
"1019851,13,21,23,20,11,88"
"1019850,28,27,04,12,14,85"
"1019849,23,05,18,10,04,60"
"1019848,15,27,20,24,08,94"
"1019847,13,02,28,07,04,54"
"1019846,22,14,19,11,21,87"
"1019845,24,13,15,05,21,78"
"1019844,26,10,20,25,02,83"
"1019843,25,08,26,23,20,102"
"1019842,20,03,09,07,11,50"
"1019841,26,24,13,03,15,81"
"1019840,01,15,10,12,24,62"
"1019839,06,21,09,13,02,51"
"1019838,02,03,28,13,14,60"
"1019837,08,16,20,05,22,71"
"1019836,20,23,04,12,01,60"
"1019835,06,24,17,27,11,85"
"1019834,13,28,20,16,27,104"
"1019833,12,02,03,16,23,56"
"1019832,17,20,06,05,25,73"
"1019831,24,26,06,21,15,92"
"1019830,04,23,02,05,21,55"
"1019829,20,04,03,23,10,60"
"1019828,28,27,18,13,06,92"
"1019827,12,20,08,19,16,75"
"1019826,28,13,19,01,16,77"
"1019825,07,04,03,17,22,53"
"1019824,23,24,16,14,07,84"
"1019823,10,11,02,25,08,56"
"1019822,23,24,12,15,26,100"
"1019821,01,28,23,11,09,72"
"1019820,14,21,01,26,07,69"
"1019819,09,24,08,15,18,74"
"1019818,19,01,16,08,22,66"
"1019817,26,06,22,09,12,75"
"1019816,25,17,11,03,06,62"
"1019815,24,22,12,08,15,81"
"1019814,08,14,01,03,21,47"
"1019813,19,03,05,18,27,72"
"1019812,08,17,18,09,19,71"
"1019811,28,07,13,26,05,79"
"1019810,15,01,25,04,08,53"
"1019809,08,13,19,04,25,69"
"1019808,24,12,22,21,20,99"
"1019807,16,05,07,20,02,50"
"1019806,24,05,17,09,18,73"
"1019805,18,24,01,12,16,71"
"1019804,03,08,11,01,20,43"
"1019803,25,28,27,23,02,105"
"1019802,10,16,19,08,07,60"
"1019801,06,27,02,19,04,58"
"1019800,28,27,24,05,17,101"
"1019799,11,18,10,06,03,48"
"1019798,19,28,14,07,08,76"
"1019797,09,05,11,22,19,66"
"1019796,10,04,12,23,08,57"
"1019795,03,22,27,13,12,77"
"1019794,24,12,27,20,14,97"
"1019793,26,25,02,14,03,70"
"1019792,28,18,15,13,08,82"
"1019791,08,05,01,13,07,34"
"1019790,27,03,01,11,26,68"
"1019789,14,02,24,15,10,65"
"1019788,26,20,13,23,21,103"
"1019787,17,07,13,15,25,77"
"1019786,22,18,26,23,19,108"
"1019785,10,19,20,14,17,80"
"1019784,18,10,28,21,26,103"
"1019783,06,09,01,13,19,48"
"1019782,11,28,20,06,21,86"
"1019781,14,19,21,12,08,74"
"1019780,12,08,09,11,05,45"
"1019779,19,05,09,08,27,68"
"1019778,04,07,11,26,27,75"
"1019777,23,18,14,04,03,62"
"1019776,13,04,09,20,24,70"
"1019775,28,16,27,21,12,104"
"1019774,04,13,02,07,10,36"
"1019773,28,24,11,19,20,102"
"1019772,17,25,04,27,19,92"
"1019771,26,04,11,06,02,49"
"1019770,08,13,04,26,17,68"
"1019769,03,08,19,26,16,72"
"1019768,10,08,27,26,02,73"
"1019767,05,01,12,15,25,58"
"1019766,24,13,16,22,23,98"
"1019765,01,26,27,09,06,69"
"1019764,26,23,15,13,10,87"
"1019763,04,18,21,05,15,63"
"1019762,14,25,26,01,15,81"
"1019761,11,19,25,08,06,69"
"1019760,17,27,02,23,24,93"
"1019759,06,23,16,25,05,75"
"1019758,24,13,17,12,09,75"
"1019757,11,10,28,22,13,84"
"1019756,21,22,26,19,05,93"
"1019755,21,11,09,16,04,61"
"1019754,20,01,04,28,22,75"
"1019753,03,24,23,21,28,99"
"1019752,05,09,24,13,19,70"
"1019751,06,15,13,27,10,71"
"1019750,22,07,19,16,02,66"
"1019749,05,23,07,14,18,67"
"1019748,05,06,10,15,18,54"
"1019747,26,24,01,03,19,73"
"1019746,26,01,28,07,05,67"
"1019745,15,07,03,28,17,70"
"1019744,02,01,14,05,25,47"
"1019743,23,18,08,14,01,64"
"1019742,24,21,19,08,07,79"
"1019741,04,27,02,10,22,65"
"1019740,02,11,07,28,06,54"
"1019739,23,10,27,11,15,86"
"1019738,02,09,27,08,19,65"
"1019737,12,23,18,16,09,78"
"1019736,09,08,10,17,03,47"
"1019735,10,26,24,12,13,85"
"1019734,07,28,25,06,03,69"
"1019733,15,14,18,11,21,79"
"1019732,13,09,15,18,04,59"
"1019731,19,01,28,13,07,68"
"1019730,01,28,26,02,06,63"
"1019729,17,16,25,22,09,89"
"1019728,22,21,24,25,01,93"
"1019727,27,14,25,28,03,97"
"1019726,25,03,28,02,01,59"
"1019725,21,02,17,24,22,86"
"1019724,23,13,24,09,22,91"
"1019723,22,01,06,21,26,76"
"1019722,25,02,13,08,03,51"
"1019721,01,17,08,20,21,67"
"1019720,05,04,21,23,17,70"
"1019719,09,28,24,10,02,73"
"1019718,12,25,19,07,16,79"
"1019717,09,21,24,15,20,89"
"1019716,27,07,23,15,14,86"
"1019715,04,03,18,24,11,60"
"1019714,18,02,19,25,04,68"
"1019713,19,24,04,25,08,80"
"1019712,05,03,01,20,08,37"
"1019711,16,07,04,08,22,57"
"1019710,14,07,16,05,03,45"
"1019709,26,24,01,13,02,66"
"1019708,16,27,09,07,28,87"
"1019707,25,18,21,27,02,93"
"1019706,23,19,12,20,01,75"
"1019705,17,19,10,01,13,60"
"1019704,25,14,23,11,08,81"
"1019703,25,22,17,08,16,88"
"1019702,22,24,01,14,12,73"
"1019701,05,03,04,01,25,38"
"1019700,14,07,01,06,26,54"
"1019699,23,07,05,12,02,49"
"1019698,02,03,17,24,26,72"
"1019697,11,09,16,10,04,50"
"1019696,12,10,07,23,16,68"
"1019695,07,05,08,20,19,59"
"1019694,27,16,02,28,12,85"
"1019693,12,13,24,27,23,99"
"1019692,09,20,03,02,14,48"
"1019691,25,11,24,16,12,88"
"1019690,04,05,09,16,22,56"
"1019689,01,21,22,24,15,83"
"1019688,01,22,25,28,09,85"
"1019687,05,07,01,06,21,40"
"1019686,07,02,28,21,25,83"
"1019685,08,13,14,23,09,67"
"1019684,27,01,03,20,11,62"
"1019683,13,21,04,06,12,56"
"1019682,09,22,23,04,10,68"
"1019681,12,17,03,24,02,58"
"1019680,24,15,23,02,11,75"
"1019679,02,21,23,27,15,88"
"1019678,04,06,28,14,13,65"
"1019677,08,25,12,13,23,81"
"1019676,17,13,21,04,27,82"
"1019675,14,21,11,27,02,75"
"1019674,10,27,21,12,23,93"
"1019673,19,18,06,26,27,96"
"1019672,09,28,25,27,22,111"
"1019671,03,21,14,05,15,58"
"1019670,02,28,09,24,22,85"
"1019669,24,10,20,26,25,105"
"1019668,07,21,20,13,03,64"
"1019667,05,08,26,24,27,90"
"1019666,23,27,14,02,17,83"
"1019665,28,07,22,16,03,76"
"1019664,12,05,15,09,04,45"
"1019663,20,05,23,21,03,72"
"1019662,06,05,02,07,14,34"
"1019661,05,02,28,04,18,57"
"1019660,27,23,26,14,11,101"
"1019659,27,12,08,23,21,91"
"1019658,08,04,12,25,18,67"
"1019657,22,05,26,01,21,75"
"1019656,10,14,25,06,09,64"
"1019655,21,06,02,23,25,77"
"1019654,12,23,18,03,07,63"
"1019653,08,27,10,23,18,86"
"1019652,12,18,28,24,25,107"
"1019651,18,04,12,07,08,49"
"1019650,21,17,24,12,05,79"
"1019649,04,11,10,02,15,42"
"1019648,05,16,15,17,21,74"
"1019647,24,12,02,05,03,46"
"1019646,25,23,11,18,12,89"
"1019645,22,05,19,24,16,86"
"1019644,11,02,10,06,04,33"
"1019643,26,01,23,22,07,79"
"1019642,25,23,27,05,17,97"
"1019641,21,15,25,08,11,80"
"1019640,19,23,25,15,05,87"
"1019639,09,25,10,24,27,95"
"1019638,19,15,21,25,28,108"
"1019637,26,23,28,03,21,101"
"1019636,06,25,01,20,24,76"
"1019635,12,24,19,14,11,80"
"1019634,08,17,16,12,18,71"
"1019633,05,11,14,04,27,61"
"1019632,19,12,25,17,15,88"
"1019631,13,26,20,19,09,87"
"1019630,03,12,13,09,17,54"
"1019629,17,02,21,19,10,69"
"1019628,20,06,12,17,13,68"
"1019627,05,09,27,07,08,56"
"1019626,02,16,18,22,19,77"
"1019625,27,09,19,04,05,64"
"1019624,21,23,13,01,18,76"
"1019623,01,24,02,03,17,47"
"1019622,10,07,05,01,15,38"
"1019621,08,03,22,15,10,58"
"1019620,11,17,14,24,09,75"
"1019619,20,26,25,03,24,98"
"1019618,02,19,11,08,14,54"
"1019617,28,11,01,13,05,58"
"1019616,28,12,08,03,14,65"
"1019615,25,10,15,28,06,84"
"1019614,17,14,12,22,28,93"
"1019613,20,07,13,05,27,72"
"1019612,23,24,09,02,01,59"
"1019611,21,24,23,12,05,85"
"1019610,17,10,15,08,26,76"
"1019609,19,20,24,12,06,81"
"1019608,02,09,05,11,13,40"
"1019607,27,22,19,10,21,99"
"1019606,27,14,21,13,17,92"
"1019605,01,14,15,06,27,63"
"1019604,18,28,24,20,05,95"
"1019603,15,06,23,28,25,97"
"1019602,19,09,20,18,11,77"
"1019601,10,15,13,08,11,57"
"1019600,28,19,02,01,06,56"
"1019599,21,19,04,15,05,64"
"1019598,09,18,13,12,14,66"
"1019597,13,09,02,05,08,37"
"1019596,17,02,18,19,15,71"
"1019595,22,23,25,11,26,107"
"1019594,02,10,16,28,20,76"
"1019593,27,09,13,06,03,58"
"1019592,04,27,05,22,25,83"
"1019591,10,06,20,18,11,65"
"1019590,20,13,26,23,25,107"
"1019589,08,20,28,06,23,85"
"1019588,07,11,25,09,26,78"
"1019587,14,10,15,19,22,80"
"1019586,07,20,13,19,15,74"
"1019585,20,07,09,03,19,58"
"1019584,18,24,19,07,13,81"
"1019583,05,16,21,25,19,86"
"1019582,25,13,19,09,22,88"
"1019581,14,27,28,24,01,94"
"1019580,13,16,21,19,18,87"
"1019579,25,12,04,10,05,56"
"1019578,24,17,08,13,21,83"
"1019577,11,16,04,03,22,56"
"1019576,26,08,09,12,15,70"
"1019575,27,08,14,10,05,64"
"1019574,01,08,07,19,03,38"
"1019573,27,15,03,14,12,71"
"1019572,05,19,06,01,16,47"
"1019571,14,07,25,08,28,82"
"1019570,24,17,07,18,20,86"
"1019569,07,11,01,18,08,45"
"1019568,06,02,25,12,03,48"
"1019567,28,04,21,17,16,86"
"1019566,15,19,11,02,27,74"
"1019565,06,21,05,10,23,65"
"1019564,07,08,20,19,16,70"
"1019563,22,24,17,25,18,106"
"1019562,24,26,01,12,06,69"
"1019561,28,19,18,27,22,114"
"1019560,14,18,17,10,07,66"
"1019559,20,02,27,18,24,91"
"1019558,21,15,26,11,09,82"
"1019557,12,17,14,07,18,68"
"1019556,21,13,01,03,26,64"
"1019555,17,03,12,13,19,64"
"1019554,01,05,25,02,27,60"
"1019553,04,03,02,27,14,50"
"1019552,23,20,19,11,10,83"
"1019551,24,15,01,08,06,54"
"1019550,14,04,01,27,03,49"
"1019549,25,18,23,17,14,97"
"1019548,14,11,17,10,04,56"
